SecteurActivité,TrancheEffectifs,Generation,Nombre d'entreprises actives,Nombre d'entreprises saines,Nombre de défaillances 3 mois,Nombre de défaillances 6 mois,Tauxdedéfaillances3mois,Taux de défaillances 6 mois,Nombre de créations dans les 3 mois,Code NACE,Score sectoriel,Classification,coronavirus,Valeur ajaoutée
Hébergement et restauration,3 - 10 salariés,2018-06-30,38286,37835,73,163,0.0019294304215673318,0.0043081802563763715,1363,I55-56,5.0,TPE,0,58455.0
Hébergement et restauration,Moins de 2 salariés,2018-06-30,371644,364310,873,1971,0.002396310834179682,0.00541022755345722,6834,I55-56,5.0,TPE,0,58455.0
Industrie manufacturière,10 - 50 salariés,2018-06-30,24352,24201,24,48,0.0009916945580761127,0.0019833891161522253,194,C10-33,6.4,PME,0,235663.0
Industrie manufacturière,Plus de 200 salariés,2018-06-30,1982,1982,0,1,0.0,0.0005045408678102926,2,C10-33,6.4,GE,0,235663.0
Industrie manufacturière,50 - 200 salariés,2018-06-30,5542,5514,5,6,0.0009067827348567283,0.001088139281828074,13,C10-33,6.4,PME,0,235663.0
Industrie manufacturière,3 - 10 salariés,2018-06-30,30790,30478,41,102,0.001345232626812783,0.0033466762910952163,528,C10-33,6.4,TPE,0,235663.0
Industrie manufacturière,Moins de 2 salariés,2018-06-30,290812,287022,486,1071,0.0016932499947739197,0.003731421284779564,5186,C10-33,6.4,TPE,0,235663.0
Information et communication,10 - 50 salariés,2018-06-30,6215,6191,8,17,0.0012921983524471006,0.002745921498950089,95,J58-63,3.8,PME,0,112046.0
Information et communication,Plus de 200 salariés,2018-06-30,495,494,0,1,0.0,0.0020242914979757085,0,J58-63,3.8,GE,0,112046.0
Information et communication,50 - 200 salariés,2018-06-30,1499,1499,0,0,0.0,0.0,8,J58-63,3.8,PME,0,112046.0
Information et communication,3 - 10 salariés,2018-06-30,8565,8526,7,17,0.0008210180623973727,0.001993901008679334,237,J58-63,3.8,TPE,0,112046.0
Information et communication,Moins de 2 salariés,2018-06-30,194755,193283,187,418,0.0009674932611766166,0.0021626319955712608,8127,J58-63,3.8,TPE,0,112046.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",10 - 50 salariés,2018-06-30,1237,1229,2,2,0.0016273393002441008,0.0016273393002441008,3,E36-39,6.0,PME,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Plus de 200 salariés,2018-06-30,146,145,0,0,0.0,0.0,1,E36-39,6.0,GE,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",50 - 200 salariés,2018-06-30,357,356,0,0,0.0,0.0,2,E36-39,6.0,PME,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",3 - 10 salariés,2018-06-30,1462,1453,0,1,0.0,0.0006882312456985547,23,E36-39,6.0,TPE,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Moins de 2 salariés,2018-06-30,16068,15932,13,29,0.000815967863419533,0.0018202360030128044,283,E36-39,6.0,TPE,0,15261.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",10 - 50 salariés,2018-06-30,142,141,0,0,0.0,0.0,4,D35,8.8,PME,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Plus de 200 salariés,2018-06-30,28,28,0,0,0.0,0.0,0,D35,8.8,GE,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",50 - 200 salariés,2018-06-30,34,34,0,0,0.0,0.0,0,D35,8.8,PME,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",3 - 10 salariés,2018-06-30,234,234,0,0,0.0,0.0,6,D35,8.8,TPE,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Moins de 2 salariés,2018-06-30,33050,33016,3,11,9.086503513448025e-05,0.00033317179549309425,451,D35,8.8,TPE,0,35997.0
Santé humaine et action sociale,10 - 50 salariés,2018-06-30,13419,13374,5,16,0.00037385972783011815,0.001196351129056378,102,Q86-88,3.4,PME,0,190995.0
Santé humaine et action sociale,Plus de 200 salariés,2018-06-30,2319,2317,0,1,0.0,0.00043159257660768235,4,Q86-88,3.4,GE,0,190995.0
Santé humaine et action sociale,50 - 200 salariés,2018-06-30,6969,6954,0,4,0.0,0.0005752085130859936,4,Q86-88,3.4,PME,0,190995.0
Santé humaine et action sociale,3 - 10 salariés,2018-06-30,12975,12929,6,13,0.00046407301415422696,0.0010054915306674918,191,Q86-88,3.4,TPE,0,190995.0
Santé humaine et action sociale,Moins de 2 salariés,2018-06-30,507161,506317,121,307,0.00023898071761366892,0.0006063395066726972,12111,Q86-88,3.4,TPE,0,190995.0
Transports et entreposage,10 - 50 salariés,2018-06-30,8588,8535,8,18,0.0009373169302870533,0.00210896309314587,118,H49-53,6.3,PME,0,93401.0
Transports et entreposage,Plus de 200 salariés,2018-06-30,667,667,0,0,0.0,0.0,3,H49-53,6.3,GE,0,93401.0
Transports et entreposage,50 - 200 salariés,2018-06-30,2329,2326,1,3,0.0004299226139294927,0.0012897678417884782,10,H49-53,6.3,PME,0,93401.0
Transports et entreposage,3 - 10 salariés,2018-06-30,8878,8830,9,21,0.0010192525481313704,0.0023782559456398643,221,H49-53,6.3,TPE,0,93401.0
Transports et entreposage,Moins de 2 salariés,2018-06-30,143897,141819,275,625,0.0019390913770369273,0.004407025856902108,14397,H49-53,6.3,TPE,0,93401.0
Activités de services administratifs et de soutien,10 - 50 salariés,2018-09-30,11237,11140,15,26,0.0013464991023339318,0.002333931777378815,158,N77-82,4.2,PME,0,122992.0
Activités de services administratifs et de soutien,Plus de 200 salariés,2018-09-30,878,875,1,1,0.001142857142857143,0.001142857142857143,5,N77-82,4.2,GE,0,122992.0
Activités de services administratifs et de soutien,50 - 200 salariés,2018-09-30,2873,2858,3,7,0.0010496850944716584,0.00244926522043387,18,N77-82,4.2,PME,0,122992.0
Activités de services administratifs et de soutien,3 - 10 salariés,2018-09-30,20869,20752,14,31,0.0006746337702390131,0.0014938319198149576,418,N77-82,4.2,TPE,0,122992.0
Activités de services administratifs et de soutien,Moins de 2 salariés,2018-09-30,470637,467495,505,960,0.0010802254569567589,0.0020534978983732448,9869,N77-82,4.2,TPE,0,122992.0
Activités financières et d'assurance,10 - 50 salariés,2018-09-30,4065,4064,1,3,0.00024606299212598425,0.0007381889763779527,59,K64-66,5.8,PME,0,85698.0
Activités financières et d'assurance,Plus de 200 salariés,2018-09-30,472,471,0,1,0.0,0.0021231422505307855,2,K64-66,5.8,GE,0,85698.0
Activités financières et d'assurance,50 - 200 salariés,2018-09-30,580,580,0,0,0.0,0.0,13,K64-66,5.8,PME,0,85698.0
Activités financières et d'assurance,3 - 10 salariés,2018-09-30,13913,13896,3,7,0.0002158894645941278,0.0005037420840529648,234,K64-66,5.8,TPE,0,85698.0
Activités financières et d'assurance,Moins de 2 salariés,2018-09-30,220743,219420,191,377,0.0008704767113298697,0.0017181660741956066,6143,K64-66,5.8,TPE,0,85698.0
Activités immobilières,10 - 50 salariés,2018-09-30,2902,2900,1,2,0.0003448275862068965,0.000689655172413793,22,L68,4.0,PME,0,169696.0
Activités immobilières,Plus de 200 salariés,2018-09-30,185,185,0,0,0.0,0.0,0,L68,4.0,GE,0,169696.0
Activités immobilières,50 - 200 salariés,2018-09-30,510,508,0,0,0.0,0.0,0,L68,4.0,PME,0,169696.0
Activités immobilières,3 - 10 salariés,2018-09-30,10471,10443,4,7,0.00038303169587283346,0.0006703054677774585,172,L68,4.0,TPE,0,169696.0
Activités immobilières,Moins de 2 salariés,2018-09-30,2301722,2299192,386,767,0.00016788506571004076,0.00033359545440311204,37004,L68,4.0,TPE,0,169696.0
"Activités spécialisées, scientifiques et techniques",10 - 50 salariés,2018-09-30,17042,17017,6,11,0.00035258858788270555,0.0006464124111182935,209,M69-75,4.8,PME,0,169696.0
"Activités spécialisées, scientifiques et techniques",Plus de 200 salariés,2018-09-30,726,724,0,1,0.0,0.0013812154696132596,3,M69-75,4.8,GE,0,169696.0
"Activités spécialisées, scientifiques et techniques",50 - 200 salariés,2018-09-30,2385,2382,0,0,0.0,0.0,15,M69-75,4.8,PME,0,169696.0
"Activités spécialisées, scientifiques et techniques",3 - 10 salariés,2018-09-30,34253,34116,30,51,0.0008793527963418924,0.001494899753781217,651,M69-75,4.8,TPE,0,169696.0
"Activités spécialisées, scientifiques et techniques",Moins de 2 salariés,2018-09-30,632456,628345,617,1177,0.0009819446323277817,0.0018731747686382481,28254,M69-75,4.8,TPE,0,169696.0
"Agriculture, sylviculture et pêche",10 - 50 salariés,2018-09-30,3526,3513,5,7,0.0014232849416453174,0.0019925989183034445,18,A01-03,5.9,PME,0,38968.0
"Agriculture, sylviculture et pêche",Plus de 200 salariés,2018-09-30,30,30,0,0,0.0,0.0,0,A01-03,5.9,GE,0,38968.0
"Agriculture, sylviculture et pêche",50 - 200 salariés,2018-09-30,264,263,0,0,0.0,0.0,0,A01-03,5.9,PME,0,38968.0
"Agriculture, sylviculture et pêche",3 - 10 salariés,2018-09-30,18837,18757,11,21,0.0005864477261822253,0.001119582022711521,132,A01-03,5.9,TPE,0,38968.0
"Agriculture, sylviculture et pêche",Moins de 2 salariés,2018-09-30,806683,805242,229,455,0.0002843865570847025,0.0005650475260853259,4746,A01-03,5.9,TPE,0,38968.0
Commerce ; réparation d'automobiles et de motocycles,10 - 50 salariés,2018-09-30,35603,35510,15,27,0.00042241622078287804,0.0007603491974091805,313,G45-47,6.3,PME,0,217109.0
Commerce ; réparation d'automobiles et de motocycles,Plus de 200 salariés,2018-09-30,1523,1521,1,2,0.0006574621959237344,0.0013149243918474688,6,G45-47,6.3,GE,0,217109.0
Commerce ; réparation d'automobiles et de motocycles,50 - 200 salariés,2018-09-30,5654,5648,2,2,0.0003541076487252125,0.0003541076487252125,19,G45-47,6.3,PME,0,217109.0
Commerce ; réparation d'automobiles et de motocycles,3 - 10 salariés,2018-09-30,91172,90699,70,147,0.0007717835918808366,0.0016207455429497568,1663,G45-47,6.3,TPE,0,217109.0
Commerce ; réparation d'automobiles et de motocycles,Moins de 2 salariés,2018-09-30,1095429,1080688,1911,3818,0.0017683179604104052,0.0035329345750114744,32106,G45-47,6.3,TPE,0,217109.0
Construction,10 - 50 salariés,2018-09-30,24531,24351,29,53,0.0011909161841402818,0.002176501991704653,241,F41-43,5.3,PME,0,117386.0
Construction,Plus de 200 salariés,2018-09-30,462,462,0,0,0.0,0.0,1,F41-43,5.3,GE,0,117386.0
Construction,50 - 200 salariés,2018-09-30,2190,2186,2,3,0.0009149130832570906,0.0013723696248856359,4,F41-43,5.3,PME,0,117386.0
Construction,3 - 10 salariés,2018-09-30,55267,54778,79,134,0.001442184818722845,0.0024462375406184966,1403,F41-43,5.3,TPE,0,117386.0
Construction,Moins de 2 salariés,2018-09-30,766625,751641,2080,4004,0.0027672785279142568,0.005327011166234945,14119,F41-43,5.3,TPE,0,117386.0
Hébergement et restauration,10 - 50 salariés,2018-09-30,15527,15403,21,42,0.0013633707719275467,0.0027267415438550933,402,I55-56,5.0,PME,0,58455.0
Hébergement et restauration,Plus de 200 salariés,2018-09-30,184,184,1,1,0.005434782608695652,0.005434782608695652,2,I55-56,5.0,GE,0,58455.0
Hébergement et restauration,50 - 200 salariés,2018-09-30,1521,1517,1,3,0.0006591957811470006,0.001977587343441002,12,I55-56,5.0,PME,0,58455.0
Hébergement et restauration,3 - 10 salariés,2018-09-30,39253,38721,91,168,0.002350145915653005,0.0043387309212055475,1505,I55-56,5.0,TPE,0,58455.0
Hébergement et restauration,Moins de 2 salariés,2018-09-30,374803,366229,1147,2210,0.0031319201920110094,0.006034475696900027,6839,I55-56,5.0,TPE,0,58455.0
Industrie manufacturière,10 - 50 salariés,2018-09-30,24551,24372,24,48,0.0009847365829640572,0.0019694731659281144,163,C10-33,6.4,PME,0,235663.0
Industrie manufacturière,Plus de 200 salariés,2018-09-30,1984,1984,1,1,0.0005040322580645161,0.0005040322580645161,7,C10-33,6.4,GE,0,235663.0
Industrie manufacturière,50 - 200 salariés,2018-09-30,5556,5523,1,7,0.0001810610175629187,0.0012674271229404308,20,C10-33,6.4,PME,0,235663.0
Industrie manufacturière,3 - 10 salariés,2018-09-30,31240,30884,61,118,0.0019751327548245047,0.0038207486076933038,508,C10-33,6.4,TPE,0,235663.0
Industrie manufacturière,Moins de 2 salariés,2018-09-30,292828,288479,608,1174,0.002107605752931756,0.0040696203189833574,5367,C10-33,6.4,TPE,0,235663.0
Information et communication,10 - 50 salariés,2018-09-30,6331,6299,10,13,0.0015875535799333227,0.0020638196539133195,112,J58-63,3.8,PME,0,112046.0
Information et communication,Plus de 200 salariés,2018-09-30,498,497,1,2,0.002012072434607646,0.004024144869215292,2,J58-63,3.8,GE,0,112046.0
Information et communication,50 - 200 salariés,2018-09-30,1511,1511,0,0,0.0,0.0,12,J58-63,3.8,PME,0,112046.0
Information et communication,3 - 10 salariés,2018-09-30,8725,8679,10,18,0.0011522064754003918,0.002073971655720705,252,J58-63,3.8,TPE,0,112046.0
Information et communication,Moins de 2 salariés,2018-09-30,197745,196061,242,433,0.001234309730135009,0.00220849633532421,8544,J58-63,3.8,TPE,0,112046.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",10 - 50 salariés,2018-09-30,1250,1240,0,2,0.0,0.0016129032258064516,16,E36-39,6.0,PME,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Plus de 200 salariés,2018-09-30,147,146,0,0,0.0,0.0,0,E36-39,6.0,GE,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",50 - 200 salariés,2018-09-30,359,358,0,0,0.0,0.0,6,E36-39,6.0,PME,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",3 - 10 salariés,2018-09-30,1479,1470,1,2,0.0006802721088435374,0.0013605442176870747,24,E36-39,6.0,TPE,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Moins de 2 salariés,2018-09-30,16234,16083,16,30,0.0009948392712802337,0.0018653236336504384,295,E36-39,6.0,TPE,0,15261.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",10 - 50 salariés,2018-09-30,145,144,0,0,0.0,0.0,3,D35,8.8,PME,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Plus de 200 salariés,2018-09-30,28,28,0,0,0.0,0.0,0,D35,8.8,GE,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",50 - 200 salariés,2018-09-30,35,35,0,0,0.0,0.0,0,D35,8.8,PME,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",3 - 10 salariés,2018-09-30,236,236,0,0,0.0,0.0,6,D35,8.8,TPE,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Moins de 2 salariés,2018-09-30,33743,33707,8,19,0.00023733942504524283,0.0005636811344824517,558,D35,8.8,TPE,0,35997.0
Santé humaine et action sociale,10 - 50 salariés,2018-09-30,13535,13485,12,23,0.0008898776418242492,0.0017055988134964777,114,Q86-88,3.4,PME,0,190995.0
Santé humaine et action sociale,Plus de 200 salariés,2018-09-30,2320,2318,1,1,0.0004314063848144953,0.0004314063848144953,2,Q86-88,3.4,GE,0,190995.0
Santé humaine et action sociale,50 - 200 salariés,2018-09-30,6985,6970,4,7,0.0005738880918220947,0.0010043041606886656,15,Q86-88,3.4,PME,0,190995.0
Santé humaine et action sociale,3 - 10 salariés,2018-09-30,13151,13099,7,11,0.000534391938315902,0.0008397587602107031,220,Q86-88,3.4,TPE,0,190995.0
Santé humaine et action sociale,Moins de 2 salariés,2018-09-30,513654,512691,185,353,0.0003608411304274895,0.000688523886707588,11176,Q86-88,3.4,TPE,0,190995.0
Transports et entreposage,10 - 50 salariés,2018-09-30,8683,8621,10,20,0.0011599582415033058,0.0023199164830066117,144,H49-53,6.3,PME,0,93401.0
Transports et entreposage,Plus de 200 salariés,2018-09-30,667,667,0,0,0.0,0.0,3,H49-53,6.3,GE,0,93401.0
Transports et entreposage,50 - 200 salariés,2018-09-30,2342,2338,2,5,0.000855431993156544,0.00213857998289136,20,H49-53,6.3,PME,0,93401.0
Transports et entreposage,3 - 10 salariés,2018-09-30,9052,8995,12,30,0.0013340744858254586,0.0033351862145636463,247,H49-53,6.3,TPE,0,93401.0
Transports et entreposage,Moins de 2 salariés,2018-09-30,146837,144397,363,698,0.002513902643406719,0.004833895441041019,18121,H49-53,6.3,TPE,0,93401.0
Activités de services administratifs et de soutien,10 - 50 salariés,2018-12-31,11382,11270,11,31,0.0009760425909494233,0.0027506654835847385,196,N77-82,4.2,PME,0,122992.0
Activités de services administratifs et de soutien,Plus de 200 salariés,2018-12-31,884,880,0,1,0.0,0.0011363636363636363,4,N77-82,4.2,GE,0,122992.0
Activités de services administratifs et de soutien,50 - 200 salariés,2018-12-31,2894,2876,4,5,0.0013908205841446453,0.0017385257301808068,23,N77-82,4.2,PME,0,122992.0
Activités de services administratifs et de soutien,3 - 10 salariés,2018-12-31,21215,21084,17,33,0.0008062986150635553,0.0015651678998292544,558,N77-82,4.2,TPE,0,122992.0
Activités de services administratifs et de soutien,Moins de 2 salariés,2018-12-31,471691,467956,465,858,0.0009936831667934592,0.0018335057142124472,14755,N77-82,4.2,TPE,0,122992.0
Activités financières et d'assurance,10 - 50 salariés,2018-12-31,4107,4105,2,2,0.00048721071863581,0.00048721071863581,58,K64-66,5.8,PME,0,85698.0
Activités financières et d'assurance,Plus de 200 salariés,2018-12-31,476,475,1,1,0.002105263157894737,0.002105263157894737,1,K64-66,5.8,GE,0,85698.0
Activités financières et d'assurance,50 - 200 salariés,2018-12-31,586,586,0,0,0.0,0.0,3,K64-66,5.8,PME,0,85698.0
Activités financières et d'assurance,3 - 10 salariés,2018-12-31,14091,14071,4,7,0.0002842726174401251,0.0004974770805202189,277,K64-66,5.8,TPE,0,85698.0
Activités financières et d'assurance,Moins de 2 salariés,2018-12-31,222404,220866,191,348,0.0008647777385382993,0.0015756159843525034,6489,K64-66,5.8,TPE,0,85698.0
Activités immobilières,10 - 50 salariés,2018-12-31,2933,2930,1,1,0.00034129692832764505,0.00034129692832764505,20,L68,4.0,PME,0,169696.0
Activités immobilières,Plus de 200 salariés,2018-12-31,185,185,0,0,0.0,0.0,0,L68,4.0,GE,0,169696.0
Activités immobilières,50 - 200 salariés,2018-12-31,512,510,0,0,0.0,0.0,1,L68,4.0,PME,0,169696.0
Activités immobilières,3 - 10 salariés,2018-12-31,10640,10608,3,6,0.0002828054298642534,0.0005656108597285068,208,L68,4.0,TPE,0,169696.0
Activités immobilières,Moins de 2 salariés,2018-12-31,2314069,2311141,386,740,0.00016701707078884412,0.00032018816679726595,53371,L68,4.0,TPE,0,169696.0
"Activités spécialisées, scientifiques et techniques",10 - 50 salariés,2018-12-31,17212,17181,5,9,0.00029101914906000815,0.0005238344683080147,195,M69-75,4.8,PME,0,169696.0
"Activités spécialisées, scientifiques et techniques",Plus de 200 salariés,2018-12-31,727,725,1,1,0.001379310344827586,0.001379310344827586,1,M69-75,4.8,GE,0,169696.0
"Activités spécialisées, scientifiques et techniques",50 - 200 salariés,2018-12-31,2405,2402,0,0,0.0,0.0,8,M69-75,4.8,PME,0,169696.0
"Activités spécialisées, scientifiques et techniques",3 - 10 salariés,2018-12-31,34799,34631,21,36,0.0006063931159943403,0.0010395310559902977,740,M69-75,4.8,TPE,0,169696.0
"Activités spécialisées, scientifiques et techniques",Moins de 2 salariés,2018-12-31,635829,630997,575,1080,0.0009112563134214584,0.0017115770756437828,37692,M69-75,4.8,TPE,0,169696.0
"Agriculture, sylviculture et pêche",10 - 50 salariés,2018-12-31,3541,3523,2,5,0.0005676979846721544,0.001419244961680386,23,A01-03,5.9,PME,0,38968.0
"Agriculture, sylviculture et pêche",Plus de 200 salariés,2018-12-31,30,30,0,0,0.0,0.0,0,A01-03,5.9,GE,0,38968.0
"Agriculture, sylviculture et pêche",50 - 200 salariés,2018-12-31,265,264,0,0,0.0,0.0,0,A01-03,5.9,PME,0,38968.0
"Agriculture, sylviculture et pêche",3 - 10 salariés,2018-12-31,18949,18858,10,18,0.0005302789267154523,0.0009545020680878142,166,A01-03,5.9,TPE,0,38968.0
"Agriculture, sylviculture et pêche",Moins de 2 salariés,2018-12-31,798674,796996,228,438,0.0002860742086534939,0.0005495636113606592,9990,A01-03,5.9,TPE,0,38968.0
Commerce ; réparation d'automobiles et de motocycles,10 - 50 salariés,2018-12-31,35937,35829,12,31,0.000334924223394457,0.0008652209104356806,316,G45-47,6.3,PME,0,217109.0
Commerce ; réparation d'automobiles et de motocycles,Plus de 200 salariés,2018-12-31,1527,1524,1,1,0.0006561679790026247,0.0006561679790026247,2,G45-47,6.3,GE,0,217109.0
Commerce ; réparation d'automobiles et de motocycles,50 - 200 salariés,2018-12-31,5669,5661,0,2,0.0,0.0003532944709415298,18,G45-47,6.3,PME,0,217109.0
Commerce ; réparation d'automobiles et de motocycles,3 - 10 salariés,2018-12-31,92631,92080,78,150,0.0008470894874022589,0.001629018245004344,1978,G45-47,6.3,TPE,0,217109.0
Commerce ; réparation d'automobiles et de motocycles,Moins de 2 salariés,2018-12-31,1101531,1084397,1991,3688,0.0018360434416546708,0.0034009684645014693,41530,G45-47,6.3,TPE,0,217109.0
Construction,10 - 50 salariés,2018-12-31,24793,24584,25,53,0.0010169215750081353,0.002155873739017247,253,F41-43,5.3,PME,0,117386.0
Construction,Plus de 200 salariés,2018-12-31,462,462,0,0,0.0,0.0,0,F41-43,5.3,GE,0,117386.0
Construction,50 - 200 salariés,2018-12-31,2204,2198,1,1,0.00045495905368516835,0.00045495905368516835,4,F41-43,5.3,PME,0,117386.0
Construction,3 - 10 salariés,2018-12-31,56348,55774,58,130,0.0010399110696740416,0.0023308351561659555,1849,F41-43,5.3,TPE,0,117386.0
Construction,Moins de 2 salariés,2018-12-31,767537,750045,2005,3688,0.0026731729429567558,0.004917038311034671,20711,F41-43,5.3,TPE,0,117386.0
Hébergement et restauration,10 - 50 salariés,2018-12-31,15815,15670,22,38,0.0014039566049776644,0.0024250159540523293,439,I55-56,5.0,PME,0,58455.0
Hébergement et restauration,Plus de 200 salariés,2018-12-31,184,183,0,0,0.0,0.0,1,I55-56,5.0,GE,0,58455.0
Hébergement et restauration,50 - 200 salariés,2018-12-31,1543,1538,2,4,0.0013003901170351106,0.002600780234070221,14,I55-56,5.0,PME,0,58455.0
Hébergement et restauration,3 - 10 salariés,2018-12-31,40279,39640,79,165,0.001992936427850656,0.0041624621594349145,1962,I55-56,5.0,TPE,0,58455.0
Hébergement et restauration,Moins de 2 salariés,2018-12-31,374970,364869,1095,2022,0.00300107709890399,0.0055417149716747655,9698,I55-56,5.0,TPE,0,58455.0
Industrie manufacturière,10 - 50 salariés,2018-12-31,24740,24535,24,44,0.000978194416140208,0.0017933564295903811,168,C10-33,6.4,PME,0,235663.0
Industrie manufacturière,Plus de 200 salariés,2018-12-31,1990,1989,0,0,0.0,0.0,0,C10-33,6.4,GE,0,235663.0
Industrie manufacturière,50 - 200 salariés,2018-12-31,5570,5536,6,12,0.001083815028901734,0.002167630057803468,14,C10-33,6.4,PME,0,235663.0
Industrie manufacturière,3 - 10 salariés,2018-12-31,31692,31273,59,124,0.0018866114539698782,0.003965081699868897,606,C10-33,6.4,TPE,0,235663.0
Industrie manufacturière,Moins de 2 salariés,2018-12-31,292823,287792,579,1045,0.0020118696836604216,0.0036310946794907433,7479,C10-33,6.4,TPE,0,235663.0
Information et communication,10 - 50 salariés,2018-12-31,6434,6392,3,9,0.00046933667083854817,0.0014080100125156445,95,J58-63,3.8,PME,0,112046.0
Information et communication,Plus de 200 salariés,2018-12-31,502,500,1,1,0.002,0.002,1,J58-63,3.8,GE,0,112046.0
Information et communication,50 - 200 salariés,2018-12-31,1528,1528,0,0,0.0,0.0,5,J58-63,3.8,PME,0,112046.0
Information et communication,3 - 10 salariés,2018-12-31,8928,8872,8,17,0.0009017132551848512,0.001916140667267809,291,J58-63,3.8,TPE,0,112046.0
Information et communication,Moins de 2 salariés,2018-12-31,199307,197330,206,417,0.0010439365529823139,0.002113211371813713,11368,J58-63,3.8,TPE,0,112046.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",10 - 50 salariés,2018-12-31,1259,1249,2,4,0.0016012810248198558,0.0032025620496397116,16,E36-39,6.0,PME,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Plus de 200 salariés,2018-12-31,147,146,0,0,0.0,0.0,0,E36-39,6.0,GE,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",50 - 200 salariés,2018-12-31,360,359,0,0,0.0,0.0,2,E36-39,6.0,PME,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",3 - 10 salariés,2018-12-31,1504,1494,1,2,0.0006693440428380187,0.0013386880856760374,35,E36-39,6.0,TPE,0,15261.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Moins de 2 salariés,2018-12-31,16290,16120,14,26,0.0008684863523573201,0.0016129032258064516,475,E36-39,6.0,TPE,0,15261.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",10 - 50 salariés,2018-12-31,147,146,0,1,0.0,0.00684931506849315,7,D35,8.8,PME,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Plus de 200 salariés,2018-12-31,28,28,0,0,0.0,0.0,0,D35,8.8,GE,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",50 - 200 salariés,2018-12-31,36,36,0,0,0.0,0.0,0,D35,8.8,PME,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",3 - 10 salariés,2018-12-31,241,241,0,0,0.0,0.0,8,D35,8.8,TPE,0,35997.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Moins de 2 salariés,2018-12-31,34078,34036,11,17,0.0003231872135386062,0.0004994711481960277,869,D35,8.8,TPE,0,35997.0
Santé humaine et action sociale,10 - 50 salariés,2018-12-31,13663,13601,11,22,0.0008087640614660687,0.0016175281229321374,151,Q86-88,3.4,PME,0,190995.0
Santé humaine et action sociale,Plus de 200 salariés,2018-12-31,2323,2320,0,1,0.0,0.0004310344827586207,4,Q86-88,3.4,GE,0,190995.0
Santé humaine et action sociale,50 - 200 salariés,2018-12-31,6995,6976,3,4,0.00043004587155963305,0.0005733944954128441,32,Q86-88,3.4,PME,0,190995.0
Santé humaine et action sociale,3 - 10 salariés,2018-12-31,13372,13312,5,10,0.00037560096153846156,0.0007512019230769231,350,Q86-88,3.4,TPE,0,190995.0
Santé humaine et action sociale,Moins de 2 salariés,2018-12-31,514289,513166,170,314,0.0003312768188071696,0.0006118877712085368,13878,Q86-88,3.4,TPE,0,190995.0
Transports et entreposage,10 - 50 salariés,2018-12-31,8794,8721,10,25,0.0011466574934067195,0.0028666437335167984,129,H49-53,6.3,PME,0,93401.0
Transports et entreposage,Plus de 200 salariés,2018-12-31,674,674,0,0,0.0,0.0,1,H49-53,6.3,GE,0,93401.0
Transports et entreposage,50 - 200 salariés,2018-12-31,2371,2365,3,4,0.0012684989429175475,0.0016913319238900633,10,H49-53,6.3,PME,0,93401.0
Transports et entreposage,3 - 10 salariés,2018-12-31,9203,9134,18,32,0.0019706590759798557,0.0035033939128530766,329,H49-53,6.3,TPE,0,93401.0
Transports et entreposage,Moins de 2 salariés,2018-12-31,150013,147086,358,667,0.002433950206001931,0.004534761975986837,22076,H49-53,6.3,TPE,0,93401.0
